DateTime,Air Temperature,Canopy Water Amount,Downward Heat Flux In Soil,Evaporation Flux From Canopy,Evaporation Flux From Soil,Potential Evaporation Flux,Precipitation Flux,Rainfall Flux,Root Zone Soil Moisture,Snowfall Flux,Soil Temperature,Specific Humidity,Subsurface Runoff Amount,Surface Air Pressure,Surface Albedo,Surface Downwelling Longwave Flux In Air,Surface Downwelling Shortwave Flux In Air,Surface Net Downward Longwave Flux,Surface Net Downward Shortwave Flux,Surface Runoff Amount,Surface Snow Amount,Surface Snow Melt Amount,Surface Snow Thickness,Surface Temperature,Surface Upward Latent Heat Flux,Surface Upward Sensible Heat Flux,Transpiration Flux From Veg,Water Evaporation Flux,Wind Speed
2000-01-01 00:00:00,268.84814453125,0.4444939196109772,-11.236734390258789,0.06419354677200317,3.9049596786499023,6.1802191734313965,2.3299999156733975e-05,1.4322983588499483e-05,154.04473876953125,8.977016477729194e-06,269.025390625,0.0033604884520173073,7.000000186963007e-05,86591.3828125,36.59376525878906,242.4792022705078,75.52104949951172,-49.328407287597656,48.21822738647461,0.0018954032566398382,8.345344543457031,0.10555121302604675,0.04241781309247017,268.545166015625,5.035999298095703,3.1236400604248047,0.0,1.8930670648842352e-06,2.834912061691284
2000-02-01 00:00:00,271.85052490234375,0.49408188462257385,4.901434898376465,0.3483189642429352,10.487284660339355,17.315820693969727,2.0306035366957076e-05,1.3972413398732897e-05,201.429931640625,6.331896656774916e-06,271.189208984375,0.0039491658098995686,7.000000186963007e-05,86277.1875,29.649309158325195,254.6521759033203,109.91633605957031,-50.27920913696289,78.29827880859375,0.001979568973183632,5.374698162078857,0.10904612392187119,0.02258017286658287,271.4097900390625,13.050363540649414,7.3032546043396,8.620689914096147e-05,5.030163265473675e-06,3.015576124191284
2000-03-01 00:00:00,272.50518798828125,0.29324597120285034,3.608208656311035,2.326411247253418,16.358386993408203,56.538841247558594,1.2254435205250047e-05,6.376209512382047e-06,230.1957244873047,5.878225692868e-06,273.6932373046875,0.0039064413867890835,7.000000186963007e-05,86304.6484375,20.395402908325195,248.0431365966797,182.59132385253906,-66.96070861816406,145.96971130371094,0.00044088708818890154,1.8955645561218262,0.06373386830091476,0.00791572593152523,273.9225769042969,25.292583465576172,48.58356475830078,0.6045967936515808,9.799448889680207e-06,2.463336706161499
2000-04-01 00:00:00,280.1312255859375,0.042879167944192886,9.778165817260742,5.7982916831970215,19.932832717895508,165.69036865234375,1.0477916475792881e-05,9.051666893356014e-06,224.61544799804688,1.4258333749239682e-06,281.2249450683594,0.00495807034894824,7.341666787397116e-05,86288.1953125,14.833999633789062,280.7012023925781,234.8509521484375,-75.2881851196289,200.19053649902344,0.0001307500060647726,0.328291654586792,0.007428333163261414,0.0016154167242348194,282.00030517578125,45.2873420715332,69.74542236328125,16.832250595092773,1.7970996850635856e-05,2.7886297702789307
2000-05-01 00:00:00,286.5954284667969,0.09050806611776352,4.525911331176758,16.22177505493164,12.927016258239746,272.5892639160156,1.802500082703773e-05,1.5050402907945681e-05,193.55662536621094,2.97419364869711e-06,286.3396911621094,0.00487099913880229,7.999999797903001e-05,85971.28125,15.141410827636719,295.40484619140625,276.630615234375,-88.09845733642578,234.35302734375,0.0004147177387494594,0.25838708877563477,0.019668549299240112,0.0013064516242593527,286.8938903808594,93.279296875,48.119449615478516,60.65116882324219,3.712580291903578e-05,3.1710822582244873
2000-06-01 00:00:00,291.83056640625,0.029850000515580177,4.261188983917236,6.6210832595825195,2.156374931335449,410.1399230957031,6.535416559927398e-06,6.535416559927398e-06,118.33036804199219,0.0,291.2789611816406,0.0041689216159284115,7.999999797903001e-05,86181.8984375,14.821041107177734,303.0398864746094,344.3452453613281,-113.99705505371094,293.2987060546875,0.00028395833214744925,0.010374999605119228,0.00017083332932088524,3.916666537406854e-05,292.2856750488281,82.64352416992188,93.413818359375,73.65408325195312,3.3030682971002534e-05,3.5155041217803955
2000-07-01 00:00:00,296.6741027832031,0.023358870297670364,4.3464555740356445,7.029475688934326,0.15020161867141724,427.2069091796875,4.289919161237776e-06,4.289919161237776e-06,87.00542449951172,0.0,296.29095458984375,0.0046163094229996204,7.999999797903001e-05,86207.625,15.416451454162598,325.17645263671875,325.3310852050781,-123.45068359375,275.18609619140625,1.5927418644423597e-05,0.0,0.0,0.0,297.6528015136719,16.323869705200195,132.59640502929688,9.232621192932129,6.525388926093001e-06,2.9645094871520996
2000-08-01 00:00:00,295.56414794921875,0.04530242085456848,2.011164665222168,9.431734085083008,1.46088707447052,385.5419616699219,8.584273928136099e-06,8.584273928136099e-06,87.53253936767578,0.0,295.8729248046875,0.0047976491041481495,7.999999797903001e-05,86285.9453125,15.287418365478516,320.3813781738281,289.2366027832031,-117.27085876464844,244.9685821533203,0.00011657257709885016,0.0,0.0,0.0,296.3221740722656,17.740665435791016,109.09351348876953,6.88576602935791,7.091115094226552e-06,3.128945827484131
2000-09-01 00:00:00,288.2650451660156,0.05843750014901161,-0.9177267551422119,10.020458221435547,5.063291549682617,267.9179382324219,1.3037500139034819e-05,1.3037500139034819e-05,93.61531066894531,0.0,289.3371276855469,0.0045035467483103275,7.999999797903001e-05,86267.1015625,14.077333450317383,302.02801513671875,216.57571411132812,-93.49349975585938,186.04058837890625,0.00021679166820831597,0.00320833339355886,1.0416666555101983e-05,9.16666704142699e-06,289.42333984375,22.475177764892578,71.57313537597656,7.320916652679443,8.981183782452717e-06,3.052947759628296
2000-10-01 00:00:00,279.91290283203125,0.18442338705062866,-5.001815319061279,6.491169452667236,4.143750190734863,98.10076141357422,1.9984678147011437e-05,1.9835484636132605e-05,113.06119537353516,1.491935535113953e-07,280.7152404785156,0.005211647599935532,7.999999797903001e-05,85065.65625,14.29080581665039,275.216064453125,138.71282958984375,-71.36438751220703,118.88713836669922,0.0011687499936670065,0.37403225898742676,0.008106048218905926,0.0012036290718242526,280.2760925292969,13.75467300415039,39.00490951538086,2.478991985321045,5.419512035587104e-06,2.746725559234619
2000-11-01 00:00:00,266.2403564453125,0.19850000739097595,-12.339062690734863,1.0446250438690186,2.0305416584014893,21.276700973510742,7.649166946066543e-06,9.104166451834317e-07,138.9936981201172,6.737083367625019e-06,267.98150634765625,0.0027436665259301662,7.999999797903001e-05,85190.5234375,27.295042037963867,227.38677978515625,103.56816864013672,-55.21663284301758,75.93279266357422,8.074999641394243e-05,4.677999973297119,0.0438879169523716,0.03312791511416435,266.4822692871094,6.307920455932617,25.52838134765625,0.07370833307504654,2.3452557798009366e-06,1.8621705770492554
